spelling,pp_mean,pp_min,pp_freq_mean,pp_freq_min
ampersand,0.994469583,0.950226244,0.993014692,0.937132231
amphibian,0.962422708,0.901140684,0.963536474,0.89664336
ample,0.927948813,0.7,0.913711209,0.639839435
amps,1,1,1,1
amputate,0.920252848,0.413020833,0.922112273,0.425969993
amputation,0.88168967,0.357501795,0.882520691,0.363306678
amsterdam,0.983474999,0.942664418,0.981754113,0.937132231
amulet,0.968470441,0.904347826,0.976482825,0.929000515
amuse,0.878634001,0.405365127,0.883028014,0.425509855
amused,0.782693578,0.527725857,0.782052225,0.534759267
amusement,0.831656731,0.079545455,0.834114115,0.081517179
amusing,0.936217703,0.726890756,0.934379793,0.720614111
amy,1,1,1,1
an,1,1,1,1
ana,1,1,1,1
anachronism,0.982912854,0.909090909,0.976014662,0.858510667
anal,1,1,1,1
analogy,0.999666222,0.997663551,0.999398374,0.995788621
analyse,0.887451979,0.307692308,0.88980753,0.323447291
analysis,0.972376765,0.826633166,0.972407164,0.820044439
analyst,1,1,1,1
analysts,0.994798042,0.958384333,0.994676954,0.957415629
analyze,0.886446886,0.307692308,0.888575163,0.323447291
analyzed,0.849229286,0.527725857,0.849296989,0.534759267
analyzing,1,1,1,1
anarchy,0.99924812,0.994736842,0.999220417,0.994542921
anatomy,1,1,1,1
ancestor,0.970986333,0.875,0.968693292,0.87117495
ancestors,0.972191734,0.875,0.970201441,0.87117495
anchor,0.999122807,0.994736842,0.999090487,0.994542921
anchors,0.997108072,0.987179487,0.997119827,0.987380422
anchovies,0.931369987,0.618955513,0.931286896,0.612856026
anchovy,0.99924812,0.994736842,0.999220417,0.994542921
ancient,0.871577486,0.576923077,0.866780273,0.577073929
and,1,1,1,1
anders,0.998938083,0.997647059,0.998870221,0.997360437
anderson,0.993251821,0.950226244,0.991554764,0.937132231
andre,0.620226535,0.05511811,0.613883931,0.048230096
andrew,0.999298054,0.997647059,0.999217647,0.997360437
android,0.93294088,0.765306122,0.930241438,0.757086523
andromeda,0.933846287,0.643042351,0.931670888,0.627230363
anecdote,0.902630759,0.356957649,0.904177503,0.372769637
anecdotes,0.836398235,0.381044487,0.835311249,0.387143974
anemone,0.662209995,0.013215859,0.656731301,0.011322757
anesthesia,0.828554086,0.25,0.825611593,0.212688045
anesthetic,0.828966378,0.540605096,0.824543297,0.522718161
aneurysm,0.957720588,0.711538462,0.954456904,0.698523
anew,1,1,1,1
angel,0.797194997,0.48048048,0.803175899,0.496861876
angeles,0.640829568,0.081632653,0.640939646,0.080307452
angelica,0.867025154,0.48048048,0.869126465,0.496861876
angelina,0.867025154,0.48048048,0.869126465,0.496861876
angels,0.830995831,0.48048048,0.835979915,0.496861876
anger,0.797007556,0.48048048,0.803024591,0.496861876
angina,0.817573012,0.48048048,0.822906444,0.496861876
angle,0.72514381,0.48048048,0.716887108,0.496861876
angles,0.636643771,0.264705882,0.635530725,0.247316601
angry,0.797194997,0.48048048,0.803175899,0.496861876
angst,0.802805003,0.494505495,0.796824101,0.480982383
anguish,0.861747335,0.505494505,0.860886993,0.519017617
angus,0.88004627,0.505494505,0.883025312,0.519017617
animal,1,1,1,1
animals,1,1,1,1
animated,0.810681571,0.426199262,0.80702585,0.416936063
animation,0.868544078,0.357501795,0.869467434,0.363306678
ankle,0.927948813,0.7,0.913711209,0.639839435
ankles,0.80564794,0.264705882,0.79955081,0.247316601
ann,1,1,1,1
anna,0.982248521,0.964497041,0.987188275,0.974376551
annapolis,0.980470242,0.942857143,0.984029712,0.948301434
anne,0.685520362,0.049773756,0.705855678,0.062867769
annex,0.985798817,0.964497041,0.98975062,0.974376551
annie,0.985798817,0.964497041,0.98975062,0.974376551
annihilation,0.772805713,0.083333333,0.769850021,0.072180412
anniversary,0.925408318,0.536211699,0.926642893,0.534320662
announce,0.860966763,0.482993197,0.857929037,0.460412023
announced,0.784948254,0.517006803,0.793972473,0.534759267
announcement,0.862460494,0.454545455,0.858875452,0.436928276
announcements,0.873040456,0.454545455,0.869731186,0.436928276
announcer,0.988349392,0.964497041,0.990611636,0.974376551
announces,0.780965797,0.446728972,0.78605449,0.433705325
announcing,0.961928573,0.828467153,0.962227009,0.819266942
annoy,0.978655959,0.964285714,0.984181763,0.972155713
annoyed,0.760620736,0.461538462,0.771632204,0.465240733
annoying,0.976302987,0.935483871,0.983330983,0.955391435
annual,0.975600267,0.939759036,0.975782978,0.928758806
annulled,0.79487358,0.314285714,0.796437962,0.320142359
annulment,0.95076348,0.804347826,0.95402732,0.811362231
anomaly,1,1,1,1
anonymity,0.99973541,0.99870801,0.999601993,0.998062258
anonymous,0.996511217,0.987341772,0.995689618,0.98477624
another,0.993995272,0.95890411,0.994565102,0.962712255
answer,0.842436391,0.5,0.894138287,0.674574869
answered,0.691332996,0.15098242,0.731565527,0.15959768
answering,0.895061728,0.5,0.929509585,0.674574869
answers,0.864770818,0.5,0.909071673,0.674574869
ant,1,1,1,1
antarctica,0.899839356,0.465,0.898856741,0.457797173
ante,0.571691176,0.028846154,0.551402865,0.029034174
antelope,0.899248044,0.356957649,0.900693119,0.372769637
antenna,0.982745761,0.950226244,0.983697905,0.937132231
anterior,0.993778281,0.950226244,0.992141529,0.937132231
anthem,0.991773274,0.95890411,0.992172974,0.962712255
anthill,0.729415815,0.04109589,0.728564185,0.037287745
anthony,0.941063488,0.777777778,0.94481751,0.787496597
anthrax,0.994129159,0.95890411,0.994673179,0.962712255
anthropologist,0.98934724,0.905405405,0.989743462,0.90981314
anthropology,0.995706425,0.95890411,0.995750222,0.962712255
antibiotics,0.851473327,0.540605096,0.849962381,0.538099771
antichrist,0.917481899,0.540605096,0.916692868,0.538099771
anticipate,0.826833008,0.413020833,0.825770011,0.425969993
anticipated,0.762887261,0.426199262,0.757909885,0.416936063
anticipating,0.840784216,0.540605096,0.837966252,0.538099771
anticipation,0.810267,0.357501795,0.80883407,0.363306678
antics,0.86385055,0.540605096,0.862465516,0.538099771
antidote,0.806740391,0.356957649,0.808885111,0.372769637
antique,0.821906476,0.463788301,0.810353034,0.465679338
antiques,0.554033354,0.164179104,0.546541475,0.162414902
antiseptic,0.806373198,0.536211699,0.804316674,0.534320662
antisocial,0.833960157,0.171532847,0.835457985,0.180733058
antler,0.999843799,0.999062793,0.99987391,0.999243461
antlers,0.999691453,0.997840173,0.999702206,0.997915445
antoinette,0.800798139,0.04,0.794994106,0.034949413
antonio,0.999659812,0.99870801,0.999488277,0.998062258
ants,1,1,1,1
anus,1,1,1,1
anxiety,0.799840548,0.231362468,0.797861517,0.225816886
anxious,0.732362546,0.055555556,0.734571341,0.063712339
any,1,1,1,1
anybody,1,1,1,1
anyhow,1,1,1,1
anymore,0.881629251,0.356957649,0.886525781,0.372769637
anyone,0.788545961,0.101449275,0.785555487,0.097425319
anyplace,0.92295282,0.413020833,0.924973438,0.425969993
anything,0.965927829,0.851851852,0.969461235,0.865158038
anytime,0.866673384,0.463788301,0.867459907,0.465679338
anyway,1,1,1,1
anyways,0.991296024,0.969072165,0.992407356,0.973085467
anywhere,0.867661,0.377358491,0.887431902,0.46763829
aorta,0.996880589,0.991935484,0.99655424,0.990837502
ap,1,1,1,1
apache,0.492826192,0.022151899,0.495916028,0.020037635
apaches,0.804925976,0.446728972,0.799767085,0.433705325
apart,1,1,1,1
apartheid,0.949542586,0.586979167,0.948526918,0.574030007
apartment,0.999516908,0.995652174,0.999440326,0.994962931
apartments,0.999565217,0.995652174,0.999496293,0.994962931
ape,0.562836673,0.049773756,0.590241615,0.062867769
aperture,0.870662296,0.405365127,0.877212946,0.425509855
apes,0.72113544,0.381044487,0.72264272,0.387143974
apex,1,1,1,1
aphrodisiac,0.94363508,0.726890756,0.942123964,0.720614111
aphrodite,0.722148855,0.008960573,0.722040241,0.008945638
apiece,0.745274996,0.411764706,0.743221553,0.407987383
apocalypse,0.921216385,0.307692308,0.922865271,0.323447291
apollo,0.998891353,0.996674058,0.998893137,0.996679412
apologies,0.946891608,0.618955513,0.94649531,0.612856026
apologize,0.926518435,0.463788301,0.927037679,0.465679338
apologized,0.854080725,0.527725857,0.855774563,0.534320662
apologizing,0.983866549,0.905405405,0.984287357,0.90981314
apology,0.999666222,0.997663551,0.999398374,0.995788621
apostle,0.547565814,0.041615667,0.545369325,0.042584371
apostrophe,0.859859725,0.057291667,0.857005131,0.047447671
apothecary,0.960194646,0.643042351,0.958994262,0.627230363
appalled,0.824404078,0.487179487,0.830339492,0.534759267
appalling,0.999260902,0.996674058,0.999262091,0.996679412
apparatus,1,1,1,1
apparent,1,1,1,1
apparently,0.903859207,0.451612903,0.903500452,0.460974516
appeal,0.976852889,0.910891089,0.975239025,0.914301921
appealed,0.85394776,0.527725857,0.851433686,0.534759267
appealing,0.984568593,0.910891089,0.983492684,0.914301921
appeals,0.980159619,0.910891089,0.978776307,0.914301921
appear,0.976852889,0.910891089,0.975239025,0.914301921
appearance,0.924473989,0.413020833,0.925122165,0.425969993
appearances,0.86488918,0.446728972,0.861093228,0.433705325
appeared,0.85394776,0.527725857,0.851433686,0.534759267
appearing,0.984568593,0.910891089,0.983492684,0.914301921
appears,0.979851072,0.910891089,0.978478514,0.914301921
appease,0.760722412,0.221311475,0.765932913,0.253323767
appendicitis,0.938870888,0.642498205,0.936416059,0.636693322
appendix,0.993545939,0.950226244,0.99188471,0.937132231
appetite,0.877338253,0.463788301,0.875190635,0.465679338
appetites,0.78480574,0.381044487,0.78462054,0.387143974
appetizer,0.903599149,0.540605096,0.901240976,0.538099771
appetizers,0.913116972,0.540605096,0.910984077,0.538099771
applaud,0.996439628,0.986842105,0.996915315,0.988550243
applauding,0.995977128,0.984693878,0.995861018,0.980202975
applause,0.891870259,0.538461538,0.893248535,0.545599623
apple,0.927948813,0.7,0.913711209,0.639839435
applejack,0.912770236,0.264705882,0.909383204,0.247316601
apples,0.80564794,0.264705882,0.79955081,0.247316601
applesauce,0.832047868,0.264705882,0.830420652,0.247316601
appliance,0.891971462,0.37037037,0.890072967,0.392114053
appliances,0.843905786,0.446728972,0.837253189,0.433705325
applicants,1,1,1,1
application,0.892445154,0.357501795,0.893200628,0.363306678
applications,0.901209615,0.357501795,0.90180207,0.363306678
applied,0.891558811,0.472274143,0.891346264,0.465240733
applies,0.912513292,0.618955513,0.912434163,0.612856026
apply,1,1,1,1
applying,1,1,1,1
appoint,0.933940479,0.765306122,0.931380814,0.757086523
appointed,0.797925616,0.426199262,0.796265835,0.416936063
appointment,0.957962123,0.765306122,0.956333245,0.757086523
appointments,0.961465279,0.765306122,0.959972141,0.757086523
appreciate,0.856112491,0.37037037,0.85575261,0.392114053
appreciated,0.802438937,0.426199262,0.797991459,0.416936063
appreciates,0.805697311,0.381044487,0.804469809,0.387143974
appreciation,0.77913933,0.117647059,0.778588289,0.112126628
appreciative,0.746701963,0.098859316,0.745583986,0.10335664
apprehend,0.964139544,0.735294118,0.964460135,0.752683399
apprehended,0.843491928,0.426199262,0.834339581,0.416936063
apprehension,0.819218797,0.173366834,0.813299514,0.179955561
apprentice,0.877559992,0.463788301,0.87770978,0.465679338
approach,0.996426004,0.974193548,0.996699614,0.976878423
approached,0.950675852,0.527725857,0.950925599,0.534759267
approaches,0.959798818,0.618955513,0.958735275,0.612856026
approaching,0.990518121,0.916666667,0.991119665,0.927819588
appropriate,0.908913893,0.37037037,0.90711538,0.392114053
appropriately,0.890168685,0.318021201,0.890261811,0.3223339
approval,0.998988681,0.99469496,0.998812724,0.993783302
approve,0.898889901,0.356957649,0.902603734,0.372769637
approved,0.842722929,0.527725857,0.842721507,0.534759267
approves,0.821821544,0.381044487,0.822173437,0.387143974
approximate,0.927125152,0.413020833,0.926380837,0.425969993
approximately,0.889799686,0.318021201,0.889353455,0.3223339
apricot,0.98839957,0.947368421,0.990522713,0.957508128
april,1,1,1,1
apron,0.998381889,0.99469496,0.998100358,0.993783302
apropos,0.72208393,0.025641026,0.718652103,0.016306317
apt,0.978404737,0.965517241,0.975685864,0.961145884
aptitude,0.821428791,0.405365127,0.822979237,0.425509855
aqua,0.958955224,0.835820896,0.959396275,0.837585098
aquarium,0.977583673,0.835820896,0.976846383,0.837585098
aquarius,0.977583673,0.835820896,0.976846383,0.837585098
arab,1,1,1,1
arabia,0.973039216,0.838235294,0.972509902,0.835059409
arabian,0.976289513,0.901140684,0.975110472,0.89664336
arabic,1,1,1,1
arabs,1,1,1,1
arbitrary,1,1,1,1
arc,1,1,1,1
arcade,0.897196104,0.413020833,0.89994906,0.425969993
arcadia,0.974704167,0.838235294,0.973608912,0.835059409
arch,1,1,1,1
archaeological,0.941142789,0.644444444,0.940800816,0.603254747
archaeologist,0.942578062,0.644444444,0.942095763,0.603254747
archaic,0.726934926,0.002898551,0.722835837,0.002009197
archbishop,0.964738107,0.730769231,0.963475009,0.710737594
archduke,0.920751382,0.405365127,0.924125292,0.425509855
archer,0.998966606,0.994736842,0.998964397,0.994542921
archers,0.997758936,0.991735537,0.997540565,0.990325589
arches,0.835107928,0.446728972,0.829706084,0.433705325
archie,0.995334928,0.977272727,0.995251685,0.976967192
archipelago,0.928124746,0.523076923,0.925168543,0.495345802
architect,0.985161557,0.916666667,0.987068524,0.927819588
architects,0.98814647,0.916666667,0.989200017,0.927819588
architectural,0.937805037,0.523076923,0.935350454,0.495345802
architecture,0.850907119,0.405365127,0.853763692,0.425509855
archive,0.906144745,0.384615385,0.907945959,0.396871554
archives,0.803675251,0.381044487,0.80253682,0.387143974
arctic,0.833065593,0.465,0.831427902,0.457797173
arduous,0.971688901,0.818181818,0.971616645,0.821304136
are,0.398218548,0.049773756,0.428682264,0.062867769
area,0.862556561,0.5,0.853059123,0.475104262
areas,0.616720164,0.08348135,0.614294377,0.080889835
arena,0.937104072,0.735294118,0.937963126,0.752683399
ares,0.826118969,0.618955513,0.825667914,0.612856026
argentina,0.822482916,0.540605096,0.822086432,0.538099771
argh,1,1,1,1
argo,1,1,1,1
argue,0.634489693,0.111111111,0.638191643,0.126912992
argued,0.694475112,0.083333333,0.701672003,0.106039675
arguing,0.805928828,0.348484848,0.807904553,0.342630098
argument,0.957627119,0.661016949,0.962702423,0.701619381
arguments,0.962335217,0.661016949,0.966846598,0.701619381
argyle,0.805090577,0.307692308,0.810283847,0.323447291
arid,1,1,1,1
ariel,0.730887878,0.231362468,0.729748591,0.225816886
arise,0.890965545,0.463788301,0.89134674,0.465679338
arises,0.766479173,0.446728972,0.763079113,0.433705325
aristocracy,0.991004432,0.942664418,0.990786798,0.941239154
aristocrat,0.990104875,0.942664418,0.989865478,0.941239154
aristocrats,0.991004432,0.942664418,0.990786798,0.941239154
aristotle,0.8483398,0.101449275,0.846099427,0.097425319
arithmetic,0.839250482,0.536211699,0.838182407,0.534320662
arizona,0.999659812,0.99870801,0.999488277,0.998062258
ark,1,1,1,1
arkansas,0.761480908,0.039215686,0.759495954,0.032248262
arlington,0.890447224,0.494505495,0.887124501,0.480982383
arm,1,1,1,1
armada,1,1,1,1
armadillo,0.995425757,0.984693878,0.996014168,0.980202975
armageddon,0.924596946,0.586979167,0.923045367,0.574030007
armchair,0.98761615,0.909090909,0.991154373,0.936701258
armed,0.810350568,0.527725857,0.810991087,0.534759267
armenian,0.901603033,0.666666667,0.892098597,0.631222685
armenians,0.912536029,0.666666667,0.904087642,0.631222685
armies,0.897932174,0.618955513,0.897839857,0.612856026
arming,1,1,1,1
armoire,0.712886652,0.107142857,0.723931728,0.072443996
armor,1,1,1,1
armored,0.719111035,0.204545455,0.717972951,0.187800287
armory,0.999469214,0.996815287,0.999495128,0.996970765
armour,0.994514609,0.977917981,0.994584693,0.97655684
armoured,0.717282567,0.3,0.710102072,0.294751793
armpit,0.998412698,0.99047619,0.99885148,0.993108878
armpits,1,1,1,1
armrest,0.99509082,0.965635739,0.99564921,0.969544473
arms,1,1,1,1
armstrong,0.988106466,0.942664418,0.987684064,0.941239154
army,1,1,1,1
arnold,0.984375,0.953125,0.969344717,0.908034152
aroma,0.998381889,0.99469496,0.998100358,0.993783302
arose,0.856937069,0.356957649,0.862334134,0.372769637
around,0.995855411,0.977917981,0.995545888,0.97655684
arouse,0.825167626,0.482993197,0.817862125,0.460412023
aroused,0.733250669,0.517006803,0.741959664,0.534759267
arraigned,0.701984774,0.363636364,0.701867772,0.354909469
arraignment,0.87895548,0.363636364,0.87778711,0.354909469
arrange,0.904470638,0.413020833,0.907207476,0.425969993
arranged,0.701863285,0.48048048,0.706531585,0.496861876
arrangement,0.787040232,0.318021201,0.791700305,0.3223339
arrangements,0.804786879,0.318021201,0.809058613,0.3223339
arranging,0.871762623,0.48048048,0.875773182,0.496861876
array,0.988085106,0.970212766,0.988903995,0.972259986
arrest,0.984343545,0.965635739,0.985677408,0.969544473
arrested,0.836271742,0.426199262,0.832810473,0.416936063
arresting,0.86304817,0.540605096,0.862949369,0.538099771
arrests,0.985544266,0.958384333,0.9859908,0.957415629
arrhythmia,0.963047274,0.833333333,0.961385726,0.816085599
arrival,0.991489362,0.970212766,0.992074282,0.972259986
arrivals,0.992553191,0.970212766,0.993064997,0.972259986
arrive,0.898433683,0.463788301,0.899573226,0.465679338
arrived,0.796880547,0.527725857,0.799523406,0.534320662
arrivederci,0.924970217,0.536211699,0.923604116,0.534320662
arrives,0.77299325,0.381044487,0.776039898,0.387143974
arriving,0.992553191,0.970212766,0.993064997,0.972259986
arrogance,0.927614476,0.413020833,0.929536755,0.425969993
arrogant,0.995613466,0.970212766,0.995755411,0.972259986
arrow,0.988085106,0.970212766,0.988903995,0.972259986
arrows,0.982323138,0.949367089,0.980929643,0.942818448
arse,0.685520362,0.049773756,0.705855678,0.062867769
arsenal,0.992889463,0.950226244,0.99101889,0.937132231
arsenic,0.992889463,0.950226244,0.99101889,0.937132231
arson,1,1,1,1
arsonist,0.999324692,0.996978852,0.999251325,0.997592663
art,1,1,1,1
arterial,0.972488126,0.901140684,0.969733558,0.89664336
arteries,0.916683933,0.618955513,0.914891788,0.612856026
